Reciprocal In Out
1.0 0.0 0.0
1.0 0.0 0.0
18.0 2.0 13.0
11.0 0.0 6.0
3.0 0.0 1.0
34.0 15.0 48.0
11.0 2.0 0.0
0.0 0.0 0.0
3.0 0.0 0.0
4.0 0.0 1.0
2.0 0.0 0.0
15.0 4.0 51.0
1.0 0.0 0.0
13.0 1.0 2.0
1.0 1.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
9.0 1.0 34.0
6.0 1.0 8.0
17.0 4.0 128.0
1.0 0.0 0.0
14.0 2.0 1.0
1.0 0.0 0.0
10.0 0.0 6.0
22.0 3.0 43.0
1.0 0.0 0.0
0.0 0.0 0.0
2.0 1.0 40.0
0.0 0.0 0.0
29.0 2.0 182.0
0.0 0.0 0.0
11.0 0.0 8.0
3.0 0.0 1.0
4.0 1.0 2.0
1.0 0.0 0.0
1.0 1.0 5.0
7.0 0.0 1.0
6.0 0.0 23.0
0.0 0.0 0.0
1.0 0.0 0.0
40.0 30.0 102.0
6.0 1.0 1.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 1.0
1.0 1.0 1.0
5.0 0.0 0.0
1.0 0.0 0.0
6.0 1.0 1.0
1.0 0.0 0.0
1.0 1.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
17.0 0.0 19.0
4.0 0.0 0.0
1.0 0.0 0.0
58.0 30.0 152.0
24.0 4.0 102.0
1.0 0.0 0.0
8.0 2.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 5.0
1.0 0.0 0.0
4.0 0.0 1.0
2.0 0.0 7.0
1.0 0.0 0.0
17.0 6.0 6.0
5.0 1.0 1.0
3.0 0.0 1.0
17.0 1.0 67.0
10.0 1.0 5.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
49.0 6.0 2.0
1.0 0.0 0.0
11.0 1.0 13.0
0.0 0.0 0.0
4.0 2.0 24.0
4.0 0.0 1.0
22.0 0.0 1.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 0.0 1.0
10.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 0.0
5.0 0.0 1.0
2.0 1.0 0.0
1.0 0.0 0.0
9.0 0.0 0.0
4.0 0.0 0.0
3.0 0.0 1.0
1.0 0.0 0.0
1.0 1.0 1.0
1.0 1.0 0.0
4.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
50.0 3.0 57.0
7.0 5.0 0.0
8.0 0.0 2.0
13.0 5.0 52.0
2.0 0.0 15.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
5.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
19.0 1.0 23.0
1.0 0.0 1.0
6.0 0.0 0.0
1.0 0.0 0.0
12.0 1.0 1.0
0.0 0.0 0.0
11.0 1.0 7.0
24.0 3.0 54.0
1.0 0.0 0.0
3.0 0.0 0.0
5.0 1.0 94.0
12.0 0.0 0.0
1.0 0.0 0.0
12.0 0.0 4.0
13.0 7.0 9.0
1.0 0.0 0.0
2.0 1.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
3.0 1.0 0.0
6.0 7.0 9.0
6.0 0.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
3.0 0.0 1.0
3.0 1.0 7.0
28.0 26.0 67.0
9.0 12.0 1.0
5.0 1.0 0.0
2.0 0.0 1.0
25.0 27.0 27.0
8.0 0.0 1.0
0.0 0.0 0.0
6.0 1.0 3.0
15.0 5.0 13.0
1.0 0.0 0.0
1.0 1.0 0.0
2.0 0.0 0.0
4.0 1.0 4.0
0.0 0.0 0.0
0.0 0.0 1.0
1.0 0.0 0.0
5.0 0.0 0.0
4.0 0.0 1.0
3.0 1.0 0.0
12.0 0.0 1.0
0.0 0.0 0.0
6.0 0.0 3.0
5.0 0.0 0.0
28.0 1.0 170.0
2.0 0.0 0.0
16.0 2.0 44.0
0.0 0.0 0.0
1.0 1.0 1.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
0.0 0.0 0.0
82.0 29.0 421.0
11.0 11.0 58.0
28.0 1.0 1.0
41.0 6.0 2.0
0.0 0.0 0.0
2.0 1.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
3.0 1.0 9.0
0.0 0.0 0.0
0.0 0.0 0.0
33.0 1.0 1.0
3.0 1.0 0.0
0.0 0.0 0.0
4.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
6.0 4.0 1.0
3.0 0.0 1.0
1.0 1.0 0.0
2.0 0.0 7.0
1.0 0.0 0.0
29.0 3.0 4.0
0.0 0.0 0.0
6.0 0.0 1.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
6.0 0.0 3.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
5.0 1.0 1.0
2.0 0.0 2.0
1.0 0.0 0.0
5.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 1.0
8.0 1.0 40.0
2.0 0.0 0.0
5.0 0.0 1.0
1.0 0.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 1.0 25.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 1.0
5.0 1.0 1.0
5.0 0.0 0.0
5.0 1.0 6.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
12.0 3.0 0.0
7.0 0.0 0.0
2.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
26.0 0.0 1.0
1.0 0.0 0.0
3.0 0.0 1.0
1.0 0.0 0.0
3.0 1.0 40.0
1.0 0.0 0.0
10.0 0.0 13.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
10.0 1.0 4.0
39.0 15.0 111.0
2.0 0.0 1.0
12.0 0.0 1.0
6.0 0.0 1.0
1.0 0.0 3.0
2.0 0.0 0.0
7.0 1.0 1.0
2.0 0.0 1.0
15.0 3.0 1.0
3.0 0.0 0.0
5.0 1.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
8.0 1.0 3.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 0.0
22.0 17.0 142.0
1.0 0.0 0.0
3.0 1.0 1.0
2.0 0.0 0.0
1.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
19.0 8.0 23.0
5.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
8.0 0.0 0.0
12.0 7.0 1.0
1.0 0.0 0.0
7.0 0.0 5.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
7.0 1.0 0.0
5.0 1.0 1.0
1.0 1.0 0.0
2.0 1.0 19.0
9.0 1.0 1.0
1.0 0.0 0.0
6.0 1.0 0.0
28.0 3.0 170.0
1.0 0.0 0.0
24.0 1.0 3.0
7.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
20.0 1.0 27.0
30.0 4.0 2.0
4.0 0.0 0.0
3.0 1.0 1.0
4.0 1.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
3.0 1.0 0.0
2.0 0.0 0.0
19.0 14.0 107.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
2.0 1.0 9.0
0.0 0.0 0.0
18.0 6.0 225.0
0.0 0.0 0.0
1.0 0.0 0.0
2.0 1.0 1.0
2.0 0.0 0.0
19.0 1.0 3.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
5.0 0.0 1.0
36.0 47.0 44.0
1.0 0.0 0.0
11.0 1.0 1.0
0.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 8.0 1.0
3.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
14.0 1.0 0.0
30.0 2.0 65.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
9.0 1.0 8.0
1.0 0.0 0.0
5.0 1.0 34.0
0.0 0.0 0.0
2.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
8.0 0.0 0.0
6.0 0.0 1.0
4.0 0.0 1.0
2.0 0.0 0.0
0.0 0.0 0.0
3.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
4.0 1.0 1.0
22.0 25.0 70.0
0.0 0.0 0.0
30.0 1.0 10.0
57.0 2.0 58.0
1.0 0.0 0.0
0.0 0.0 0.0
3.0 0.0 1.0
1.0 0.0 0.0
4.0 0.0 1.0
17.0 1.0 1.0
24.0 2.0 5.0
3.0 0.0 0.0
13.0 3.0 16.0
3.0 1.0 1.0
10.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
14.0 0.0 8.0
8.0 0.0 1.0
4.0 0.0 3.0
10.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
5.0 0.0 1.0
93.0 39.0 116.0
34.0 3.0 25.0
5.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
34.0 2.0 5.0
6.0 1.0 2.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
4.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
16.0 8.0 89.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
5.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 3.0
1.0 0.0 0.0
10.0 2.0 27.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
8.0 1.0 8.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 1.0 1.0
11.0 1.0 0.0
2.0 0.0 2.0
1.0 0.0 0.0
1.0 1.0 3.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
13.0 1.0 65.0
0.0 0.0 0.0
6.0 1.0 147.0
0.0 0.0 0.0
15.0 2.0 1.0
5.0 0.0 0.0
11.0 2.0 2.0
2.0 1.0 4.0
1.0 0.0 0.0
1.0 0.0 0.0
9.0 0.0 1.0
4.0 0.0 0.0
39.0 4.0 1.0
1.0 0.0 0.0
5.0 2.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 1.0
33.0 16.0 63.0
3.0 2.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
4.0 0.0 1.0
6.0 1.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
19.0 1.0 109.0
2.0 1.0 0.0
0.0 0.0 0.0
93.0 27.0 142.0
1.0 1.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
11.0 0.0 1.0
13.0 3.0 3.0
5.0 2.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
36.0 15.0 46.0
5.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
4.0 1.0 1.0
2.0 0.0 4.0
1.0 0.0 0.0
5.0 0.0 0.0
87.0 36.0 31.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
15.0 1.0 37.0
7.0 1.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
6.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
20.0 5.0 60.0
1.0 1.0 3.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
14.0 3.0 5.0
10.0 0.0 4.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
3.0 1.0 1.0
6.0 1.0 8.0
3.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
5.0 1.0 0.0
5.0 0.0 0.0
12.0 1.0 55.0
22.0 2.0 14.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 4.0
1.0 0.0 1.0
22.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
6.0 1.0 1.0
2.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
20.0 4.0 1.0
10.0 1.0 13.0
5.0 0.0 0.0
32.0 3.0 9.0
0.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
30.0 1.0 5.0
4.0 1.0 1.0
1.0 1.0 1.0
21.0 1.0 11.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
16.0 1.0 19.0
7.0 1.0 6.0
3.0 1.0 1.0
1.0 0.0 10.0
1.0 0.0 0.0
8.0 0.0 43.0
8.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
2.0 1.0 0.0
18.0 1.0 11.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
19.0 2.0 2.0
0.0 1.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
3.0 0.0 1.0
1.0 0.0 0.0
2.0 1.0 1.0
2.0 1.0 9.0
3.0 0.0 0.0
3.0 1.0 62.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
3.0 2.0 0.0
5.0 1.0 1.0
1.0 1.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
5.0 0.0 0.0
7.0 0.0 0.0
1.0 0.0 0.0
7.0 2.0 61.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 0.0
0.0 0.0 0.0
4.0 0.0 0.0
5.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
9.0 1.0 1.0
0.0 0.0 0.0
10.0 0.0 6.0
1.0 0.0 0.0
12.0 1.0 2.0
0.0 0.0 0.0
1.0 0.0 0.0
5.0 2.0 6.0
1.0 0.0 0.0
42.0 7.0 23.0
45.0 0.0 1.0
1.0 0.0 0.0
6.0 1.0 2.0
1.0 1.0 0.0
20.0 2.0 15.0
1.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 0.0
7.0 1.0 3.0
0.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 1.0
2.0 0.0 38.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
23.0 1.0 65.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
4.0 1.0 0.0
6.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 1.0
11.0 5.0 12.0
18.0 2.0 61.0
0.0 0.0 0.0
10.0 1.0 0.0
7.0 1.0 0.0
55.0 15.0 169.0
0.0 0.0 0.0
4.0 2.0 1.0
2.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
7.0 0.0 0.0
3.0 1.0 0.0
16.0 4.0 16.0
1.0 0.0 0.0
0.0 0.0 0.0
11.0 0.0 8.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 2.0 3.0
9.0 1.0 3.0
0.0 0.0 0.0
0.0 0.0 0.0
3.0 0.0 1.0
2.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
1.0 1.0 1.0
13.0 3.0 7.0
13.0 2.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
17.0 4.0 6.0
1.0 0.0 0.0
9.0 0.0 0.0
2.0 0.0 0.0
4.0 4.0 12.0
4.0 0.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
4.0 1.0 6.0
0.0 0.0 0.0
1.0 0.0 2.0
5.0 1.0 0.0
2.0 0.0 0.0
43.0 12.0 68.0
1.0 0.0 0.0
2.0 0.0 1.0
9.0 7.0 11.0
3.0 1.0 0.0
0.0 0.0 0.0
3.0 0.0 0.0
14.0 2.0 41.0
3.0 0.0 0.0
0.0 0.0 0.0
3.0 1.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
11.0 13.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
23.0 5.0 42.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 1.0
34.0 13.0 75.0
1.0 0.0 0.0
2.0 0.0 6.0
0.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
74.0 14.0 57.0
1.0 0.0 0.0
10.0 0.0 14.0
1.0 0.0 0.0
7.0 1.0 7.0
3.0 0.0 0.0
90.0 34.0 62.0
16.0 0.0 2.0
0.0 0.0 0.0
1.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
38.0 10.0 8.0
1.0 0.0 0.0
1.0 4.0 1.0
0.0 0.0 0.0
2.0 0.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 1.0
0.0 0.0 0.0
2.0 6.0 15.0
1.0 0.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
7.0 2.0 8.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
5.0 0.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
7.0 0.0 1.0
1.0 0.0 0.0
2.0 1.0 0.0
4.0 0.0 0.0
10.0 4.0 9.0
3.0 1.0 1.0
2.0 0.0 1.0
2.0 1.0 0.0
1.0 0.0 0.0
20.0 2.0 1.0
9.0 2.0 2.0
2.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
12.0 1.0 3.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
5.0 0.0 1.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
5.0 1.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
5.0 1.0 1.0
12.0 15.0 117.0
13.0 0.0 4.0
33.0 3.0 6.0
2.0 0.0 0.0
12.0 1.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
19.0 4.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 3.0
0.0 0.0 0.0
3.0 0.0 0.0
18.0 4.0 2.0
25.0 2.0 12.0
7.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
16.0 1.0 26.0
3.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 0.0
0.0 0.0 0.0
27.0 3.0 8.0
1.0 0.0 0.0
1.0 0.0 0.0
11.0 4.0 70.0
10.0 0.0 5.0
3.0 1.0 0.0
5.0 1.0 0.0
31.0 7.0 50.0
1.0 0.0 0.0
15.0 1.0 20.0
16.0 1.0 10.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 0.0
3.0 2.0 10.0
2.0 0.0 0.0
3.0 0.0 0.0
5.0 0.0 1.0
4.0 1.0 0.0
7.0 3.0 1.0
0.0 0.0 0.0
4.0 0.0 1.0
1.0 1.0 0.0
10.0 0.0 0.0
10.0 2.0 0.0
8.0 1.0 1.0
5.0 0.0 0.0
12.0 1.0 11.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
3.0 0.0 0.0
3.0 1.0 2.0
3.0 0.0 0.0
14.0 11.0 36.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 16.0
0.0 0.0 0.0
1.0 0.0 1.0
5.0 1.0 0.0
5.0 3.0 5.0
0.0 0.0 0.0
6.0 1.0 0.0
1.0 0.0 0.0
6.0 0.0 0.0
1.0 0.0 0.0
4.0 1.0 1.0
0.0 0.0 0.0
3.0 0.0 2.0
3.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 1.0
6.0 0.0 0.0
6.0 1.0 0.0
0.0 0.0 0.0
12.0 0.0 4.0
2.0 0.0 0.0
0.0 0.0 0.0
4.0 0.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
6.0 0.0 0.0
1.0 0.0 0.0
12.0 2.0 16.0
4.0 0.0 60.0
0.0 0.0 0.0
0.0 0.0 0.0
15.0 15.0 27.0
14.0 1.0 1.0
16.0 1.0 6.0
6.0 0.0 0.0
23.0 3.0 47.0
1.0 0.0 0.0
43.0 7.0 200.0
5.0 1.0 9.0
9.0 1.0 0.0
1.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
18.0 11.0 41.0
1.0 1.0 0.0
23.0 19.0 111.0
26.0 1.0 39.0
33.0 0.0 6.0
2.0 1.0 0.0
13.0 5.0 32.0
1.0 0.0 0.0
7.0 1.0 1.0
6.0 0.0 1.0
5.0 2.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
13.0 1.0 15.0
2.0 0.0 0.0
16.0 27.0 61.0
4.0 0.0 2.0
4.0 0.0 1.0
1.0 1.0 0.0
11.0 1.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
13.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
5.0 1.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
9.0 0.0 1.0
5.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
2.0 1.0 0.0
17.0 0.0 2.0
9.0 1.0 51.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
4.0 1.0 0.0
3.0 0.0 3.0
2.0 1.0 0.0
2.0 1.0 2.0
14.0 1.0 1.0
1.0 0.0 1.0
9.0 1.0 1.0
17.0 1.0 24.0
5.0 1.0 1.0
1.0 0.0 0.0
6.0 2.0 15.0
6.0 0.0 0.0
2.0 0.0 0.0
13.0 1.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 1.0 0.0
12.0 1.0 0.0
1.0 0.0 0.0
19.0 13.0 4.0
1.0 0.0 0.0
15.0 2.0 2.0
1.0 0.0 0.0
5.0 1.0 1.0
20.0 0.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
3.0 0.0 0.0
9.0 1.0 3.0
20.0 1.0 1.0
4.0 1.0 0.0
5.0 2.0 0.0
17.0 6.0 37.0
23.0 2.0 4.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
10.0 0.0 1.0
0.0 0.0 0.0
16.0 1.0 2.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 1.0
1.0 0.0 0.0
4.0 1.0 7.0
1.0 0.0 0.0
3.0 1.0 12.0
6.0 1.0 21.0
1.0 0.0 0.0
27.0 19.0 18.0
4.0 0.0 1.0
12.0 1.0 4.0
3.0 0.0 5.0
0.0 0.0 0.0
46.0 25.0 31.0
2.0 0.0 0.0
10.0 5.0 1.0
1.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
6.0 1.0 0.0
7.0 1.0 76.0
9.0 1.0 1.0
7.0 7.0 1.0
0.0 0.0 0.0
3.0 0.0 0.0
81.0 4.0 24.0
6.0 0.0 3.0
1.0 0.0 0.0
0.0 0.0 0.0
10.0 1.0 1.0
1.0 0.0 1.0
16.0 1.0 1.0
0.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
10.0 1.0 2.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
13.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 1.0
25.0 11.0 7.0
1.0 0.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
63.0 60.0 186.0
0.0 0.0 0.0
27.0 5.0 85.0
1.0 0.0 0.0
0.0 0.0 0.0
2.0 1.0 1.0
13.0 1.0 13.0
6.0 1.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
7.0 0.0 6.0
10.0 0.0 0.0
1.0 0.0 0.0
5.0 0.0 3.0
16.0 1.0 15.0
19.0 11.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 1.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
5.0 1.0 11.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 1.0 1.0
2.0 0.0 0.0
1.0 0.0 0.0
7.0 0.0 14.0
1.0 0.0 1.0
3.0 0.0 1.0
29.0 1.0 159.0
2.0 0.0 0.0
1.0 1.0 0.0
2.0 0.0 0.0
6.0 1.0 1.0
10.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 1.0
0.0 0.0 0.0
4.0 0.0 0.0
0.0 0.0 0.0
17.0 1.0 9.0
23.0 19.0 16.0
1.0 0.0 0.0
9.0 0.0 0.0
26.0 10.0 300.0
2.0 0.0 3.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
7.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
8.0 1.0 1.0
1.0 0.0 1.0
7.0 1.0 2.0
6.0 0.0 1.0
21.0 2.0 11.0
5.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
6.0 1.0 11.0
1.0 0.0 0.0
11.0 2.0 21.0
3.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
4.0 0.0 0.0
